"cruise","station","cast","rosette","pressure","temp","sal","theta","dic","alk","ph","oxy_um","het_abund","pro_abund","syn_abund","euk_abund"
"FK","46",1,20,5.1,23.476,35.145,23.475,NA,NA,NA,NA,NA,NA,NA,NA
"FK","46",1,19,15.3,23.453,35.142,23.45,NA,NA,NA,NA,NA,NA,NA,NA
"FK","46",1,18,15.1,23.452,35.142,23.449,NA,NA,NA,NA,NA,NA,NA,NA
"FK","46",1,17,15.1,23.452,35.142,23.449,NA,NA,NA,NA,NA,NA,NA,NA
"FK","46",1,16,15.6,23.453,35.142,23.45,NA,NA,NA,NA,NA,NA,NA,NA
"FK","46",1,15,15.3,23.453,35.142,23.45,NA,NA,NA,NA,NA,NA,NA,NA
"FK","46",1,14,25.4,23.16,35.125,23.155,NA,NA,NA,NA,NA,NA,NA,NA
"FK","46",1,13,25.9,23.114,35.124,23.109,NA,NA,NA,NA,NA,NA,NA,NA
"FK","46",1,12,50.5,22.713,35.158,22.703,NA,NA,NA,NA,NA,NA,NA,NA
"FK","46",1,11,74.8,22.648,35.171,22.633,NA,NA,NA,NA,NA,NA,NA,NA
"FK","46",1,10,75.1,22.647,35.171,22.632,NA,NA,NA,NA,NA,NA,NA,NA
"FK","46",1,9,100.3,21.643,35.175,21.623,NA,NA,NA,NA,NA,NA,NA,NA
"FK","46",1,8,100,21.642,35.174,21.622,NA,NA,NA,NA,NA,NA,NA,NA
"FK","46",1,7,112.2,21.229,35.164,21.207,NA,NA,NA,NA,NA,NA,NA,NA
"FK","46",1,6,112.8,21.23,35.164,21.208,NA,NA,NA,NA,NA,NA,NA,NA
"FK","46",1,5,112.6,21.23,35.164,21.208,NA,NA,NA,NA,NA,NA,NA,NA
"FK","46",1,4,112.5,21.23,35.164,21.208,NA,NA,NA,NA,NA,NA,NA,NA
"FK","46",1,3,125.3,20.748,35.15,20.724,NA,NA,NA,NA,NA,NA,NA,NA
"FK","46",1,2,154.5,19.099,34.959,19.071,NA,NA,NA,NA,NA,NA,NA,NA
"FK","46",1,1,248.5,12.973,34.249,12.939,NA,NA,NA,NA,NA,NA,NA,NA
"FK","47",1,8,5.2,23.563,35.148,23.562,NA,NA,NA,NA,NA,NA,NA,NA
"FK","47",1,7,5.8,23.564,35.148,23.563,NA,NA,NA,NA,NA,NA,NA,NA
"FK","47",1,6,75.4,22.203,35.181,22.188,NA,NA,NA,NA,NA,NA,NA,NA
"FK","47",1,5,75.2,22.226,35.182,22.211,NA,NA,NA,NA,NA,NA,NA,NA
"FK","47",1,4,75.5,22.197,35.181,22.182,NA,NA,NA,NA,NA,NA,NA,NA
"FK","47",1,3,75.1,22.235,35.182,22.22,NA,NA,NA,NA,NA,NA,NA,NA
"FK","47",1,2,100.1,21.425,35.206,21.406,NA,NA,NA,NA,NA,NA,NA,NA
"FK","47",1,1,99.8,21.422,35.205,21.403,NA,NA,NA,NA,NA,NA,NA,NA
"FK","48",1,14,5.5,23.509,35.149,23.508,NA,NA,NA,NA,NA,NA,NA,NA
"FK","48",1,13,5.9,23.509,35.149,23.508,NA,NA,NA,NA,NA,NA,NA,NA
"FK","48",1,12,25.2,23.072,35.119,23.067,NA,NA,NA,NA,NA,NA,NA,NA
"FK","48",1,11,25,23.08,35.119,23.075,NA,NA,NA,NA,NA,NA,NA,NA
"FK","48",1,10,24.4,23.095,35.12,23.09,NA,NA,NA,NA,NA,NA,NA,NA
"FK","48",1,9,26.1,23.032,35.12,23.027,NA,NA,NA,NA,NA,NA,NA,NA
"FK","48",1,8,24.8,23.085,35.119,23.08,NA,NA,NA,NA,NA,NA,NA,NA
"FK","48",1,7,25.3,23.067,35.119,23.062,NA,NA,NA,NA,NA,NA,NA,NA
"FK","48",1,6,74.8,22.419,35.18,22.404,NA,NA,NA,NA,NA,NA,NA,NA
"FK","48",1,5,74,22.445,35.179,22.43,NA,NA,NA,NA,NA,NA,NA,NA
"FK","48",1,4,100.4,21.339,35.195,21.32,NA,NA,NA,NA,NA,NA,NA,NA
"FK","48",1,3,99.8,21.367,35.194,21.348,NA,NA,NA,NA,NA,NA,NA,NA
"FK","48",1,2,115.7,20.838,35.158,20.816,NA,NA,NA,NA,NA,NA,NA,NA
"FK","48",1,1,116.7,20.831,35.156,20.809,NA,NA,NA,NA,NA,NA,NA,NA
"FK","49",1,24,5.2,23.473,35.149,23.472,NA,NA,NA,NA,NA,NA,NA,NA
"FK","49",1,23,5.7,23.473,35.149,23.472,NA,NA,NA,NA,NA,NA,NA,NA
"FK","49",1,22,25.8,23.018,35.103,23.013,NA,NA,NA,NA,NA,NA,NA,NA
"FK","49",1,21,24.8,23.026,35.102,23.021,NA,NA,NA,NA,NA,NA,NA,NA
"FK","49",1,20,25,23.024,35.102,23.019,NA,NA,NA,NA,NA,NA,NA,NA
"FK","49",1,19,24.6,23.029,35.102,23.024,NA,NA,NA,NA,NA,NA,NA,NA
"FK","49",1,18,24.1,23.035,35.102,23.03,NA,NA,NA,NA,NA,NA,NA,NA
"FK","49",1,17,24.7,23.028,35.102,23.023,NA,NA,NA,NA,NA,NA,NA,NA
"FK","49",1,16,24.8,23.027,35.102,23.022,NA,NA,NA,NA,NA,NA,NA,NA
"FK","49",1,15,45.3,22.786,35.146,22.777,NA,NA,NA,NA,NA,NA,NA,NA
"FK","49",1,14,44.3,22.791,35.144,22.782,NA,NA,NA,NA,NA,NA,NA,NA
"FK","49",1,13,75.5,22.597,35.176,22.582,NA,NA,NA,NA,NA,NA,NA,NA
"FK","49",1,12,75.9,22.592,35.176,22.577,NA,NA,NA,NA,NA,NA,NA,NA
"FK","49",1,11,100,21.753,35.191,21.733,NA,NA,NA,NA,NA,NA,NA,NA
"FK","49",1,10,99.9,21.754,35.191,21.734,NA,NA,NA,NA,NA,NA,NA,NA
"FK","49",1,9,123.9,20.392,35.11,20.369,NA,NA,NA,NA,NA,NA,NA,NA
"FK","49",1,8,125.9,20.234,35.091,20.211,NA,NA,NA,NA,NA,NA,NA,NA
"FK","49",1,7,125.8,20.245,35.092,20.222,NA,NA,NA,NA,NA,NA,NA,NA
"FK","49",1,6,126.1,20.163,35.083,20.14,NA,NA,NA,NA,NA,NA,NA,NA
"FK","49",1,5,126.1,20.183,35.085,20.16,NA,NA,NA,NA,NA,NA,NA,NA
"FK","49",1,4,149.5,18.439,34.856,18.413,NA,NA,NA,NA,NA,NA,NA,NA
"FK","49",1,3,149.9,18.447,34.857,18.421,NA,NA,NA,NA,NA,NA,NA,NA
"FK","49",1,2,201.3,16.232,34.598,16.2,NA,NA,NA,NA,NA,NA,NA,NA
"FK","49",1,1,200.8,16.254,34.601,16.222,NA,NA,NA,NA,NA,NA,NA,NA
"FK","50",1,21,6.3,23.48,35.15,23.479,NA,NA,NA,NA,NA,NA,NA,NA
"FK","50",1,20,7,23.48,35.15,23.479,NA,NA,NA,NA,NA,NA,NA,NA
"FK","50",1,19,6.3,23.48,35.15,23.479,NA,NA,NA,NA,NA,NA,NA,NA
"FK","50",1,18,5.4,23.48,35.15,23.479,NA,NA,NA,NA,NA,NA,NA,NA
"FK","50",1,17,16,23.42,35.143,23.417,NA,NA,NA,NA,NA,NA,NA,NA
"FK","50",1,16,16.1,23.416,35.142,23.413,NA,NA,NA,NA,NA,NA,NA,NA
"FK","50",1,15,15.4,23.406,35.141,23.403,NA,NA,NA,NA,NA,NA,NA,NA
"FK","50",1,14,26.1,22.973,35.12,22.968,NA,NA,NA,NA,NA,NA,NA,NA
"FK","50",1,13,26.1,22.973,35.12,22.968,NA,NA,NA,NA,NA,NA,NA,NA
"FK","50",1,12,49.6,22.684,35.159,22.674,NA,NA,NA,NA,NA,NA,NA,NA
"FK","50",1,11,75.2,22.441,35.178,22.426,NA,NA,NA,NA,NA,NA,NA,NA
"FK","50",1,10,74.7,22.462,35.177,22.447,NA,NA,NA,NA,NA,NA,NA,NA
"FK","50",1,9,100.8,21.352,35.181,21.332,NA,NA,NA,NA,NA,NA,NA,NA
"FK","50",1,8,100.8,21.353,35.181,21.333,NA,NA,NA,NA,NA,NA,NA,NA
"FK","50",1,7,110.2,20.787,35.145,20.766,NA,NA,NA,NA,NA,NA,NA,NA
"FK","50",1,6,110.6,20.713,35.138,20.692,NA,NA,NA,NA,NA,NA,NA,NA
"FK","50",1,5,111,20.617,35.128,20.596,NA,NA,NA,NA,NA,NA,NA,NA
"FK","50",1,4,111.1,20.6,35.127,20.579,NA,NA,NA,NA,NA,NA,NA,NA
"FK","50",1,3,126.1,19.888,35.067,19.865,NA,NA,NA,NA,NA,NA,NA,NA
"FK","50",1,2,155,18.153,34.824,18.126,NA,NA,NA,NA,NA,NA,NA,NA
"FK","50",1,1,250.4,13.64,34.326,13.605,NA,NA,NA,NA,NA,NA,NA,NA
"FK","51",1,12,4.1,23.573,35.148,23.572,NA,NA,NA,NA,NA,NA,NA,NA
"FK","51",1,11,5.6,23.53,35.145,23.529,NA,NA,NA,NA,NA,NA,NA,NA
"FK","51",1,10,4.4,23.567,35.148,23.566,NA,NA,NA,NA,NA,NA,NA,NA
"FK","51",1,9,14.4,23.087,35.116,23.084,NA,NA,NA,NA,NA,NA,NA,NA
"FK","51",1,8,49.5,22.765,35.137,22.755,NA,NA,NA,NA,NA,NA,NA,NA
"FK","51",1,7,74.4,22.54,35.176,22.525,NA,NA,NA,NA,NA,NA,NA,NA
"FK","51",1,6,75.3,22.525,35.178,22.51,NA,NA,NA,NA,NA,NA,NA,NA
"FK","51",1,5,100.2,21.625,35.205,21.605,NA,NA,NA,NA,NA,NA,NA,NA
"FK","51",1,4,100.5,21.612,35.204,21.592,NA,NA,NA,NA,NA,NA,NA,NA
"FK","51",1,3,109.9,21.079,35.143,21.058,NA,NA,NA,NA,NA,NA,NA,NA
"FK","51",1,2,110.1,21.07,35.142,21.049,NA,NA,NA,NA,NA,NA,NA,NA
"FK","51",1,1,251.6,13.131,34.268,13.096,NA,NA,NA,NA,NA,NA,NA,NA
"FK","52",1,10,5,23.672,35.145,23.671,NA,NA,NA,NA,NA,NA,NA,NA
"FK","52",1,9,5.3,23.67,35.145,23.669,NA,NA,NA,NA,NA,NA,NA,NA
"FK","52",1,8,75.3,22.569,35.18,22.554,NA,NA,NA,NA,NA,NA,NA,NA
"FK","52",1,7,75.3,22.572,35.18,22.557,NA,NA,NA,NA,NA,NA,NA,NA
"FK","52",1,6,99.7,21.76,35.173,21.74,NA,NA,NA,NA,NA,NA,NA,NA
"FK","52",1,5,98.7,21.777,35.173,21.758,NA,NA,NA,NA,NA,NA,NA,NA
"FK","52",1,4,99.8,21.759,35.173,21.739,NA,NA,NA,NA,NA,NA,NA,NA
"FK","52",1,3,101,21.736,35.172,21.716,NA,NA,NA,NA,NA,NA,NA,NA
"FK","52",1,2,120.9,21.063,35.136,21.04,NA,NA,NA,NA,NA,NA,NA,NA
"FK","52",1,1,120.4,21.074,35.137,21.051,NA,NA,NA,NA,NA,NA,NA,NA
"FK","53",1,17,5.2,23.5,35.138,23.499,NA,NA,NA,NA,NA,NA,NA,NA
"FK","53",1,16,4.5,23.492,35.138,23.491,NA,NA,NA,NA,NA,NA,NA,NA
"FK","53",1,15,5.2,23.501,35.138,23.5,NA,NA,NA,NA,NA,NA,NA,NA
"FK","53",1,14,15.1,23.387,35.128,23.384,NA,NA,NA,NA,NA,NA,NA,NA
"FK","53",1,13,50.5,22.82,35.13,22.81,NA,NA,NA,NA,NA,NA,NA,NA
"FK","53",1,12,50.7,22.819,35.13,22.809,NA,NA,NA,NA,NA,NA,NA,NA
"FK","53",1,11,50.5,22.82,35.129,22.81,NA,NA,NA,NA,NA,NA,NA,NA
"FK","53",1,10,75.5,22.544,35.175,22.529,NA,NA,NA,NA,NA,NA,NA,NA
"FK","53",1,9,74.9,22.576,35.174,22.561,NA,NA,NA,NA,NA,NA,NA,NA
"FK","53",1,8,100.1,21.702,35.212,21.682,NA,NA,NA,NA,NA,NA,NA,NA
"FK","53",1,7,99.8,21.701,35.212,21.681,NA,NA,NA,NA,NA,NA,NA,NA
"FK","53",1,6,110,21.276,35.182,21.255,NA,NA,NA,NA,NA,NA,NA,NA
"FK","53",1,5,109.1,21.348,35.188,21.327,NA,NA,NA,NA,NA,NA,NA,NA
"FK","53",1,4,109.5,21.325,35.186,21.304,NA,NA,NA,NA,NA,NA,NA,NA
"FK","53",1,3,109.2,21.344,35.187,21.323,NA,NA,NA,NA,NA,NA,NA,NA
"FK","53",1,2,108.7,21.359,35.189,21.338,NA,NA,NA,NA,NA,NA,NA,NA
"FK","53",1,1,249.6,13.616,34.319,13.581,NA,NA,NA,NA,NA,NA,NA,NA
"FK","54",1,10,5.5,23.472,35.133,23.471,NA,NA,NA,NA,NA,NA,NA,NA
"FK","54",1,9,4.9,23.472,35.133,23.471,NA,NA,NA,NA,NA,NA,NA,NA
"FK","54",1,8,74.3,22.301,35.177,22.286,NA,NA,NA,NA,NA,NA,NA,NA
"FK","54",1,7,75.2,22.299,35.177,22.284,NA,NA,NA,NA,NA,NA,NA,NA
"FK","54",1,6,101.1,21.5,35.196,21.48,NA,NA,NA,NA,NA,NA,NA,NA
"FK","54",1,5,100.1,21.503,35.196,21.484,NA,NA,NA,NA,NA,NA,NA,NA
"FK","54",1,4,110.7,21.159,35.179,21.138,NA,NA,NA,NA,NA,NA,NA,NA
"FK","54",1,3,110,21.185,35.18,21.164,NA,NA,NA,NA,NA,NA,NA,NA
"FK","54",1,2,125.4,20.247,35.041,20.224,NA,NA,NA,NA,NA,NA,NA,NA
"FK","54",1,1,125.4,20.247,35.041,20.224,NA,NA,NA,NA,NA,NA,NA,NA
"FK","55",1,24,5.5,23.737,35.133,23.736,NA,NA,NA,NA,NA,NA,NA,NA
"FK","55",1,23,5.2,23.737,35.133,23.736,NA,NA,NA,NA,NA,NA,NA,NA
"FK","55",1,22,5,23.737,35.133,23.736,NA,NA,NA,NA,NA,NA,NA,NA
"FK","55",1,21,5.1,23.737,35.133,23.736,NA,NA,NA,NA,NA,NA,NA,NA
"FK","55",1,20,24.9,22.978,35.117,22.973,NA,NA,NA,NA,NA,NA,NA,NA
"FK","55",1,19,25.7,22.958,35.118,22.953,NA,NA,NA,NA,NA,NA,NA,NA
"FK","55",1,18,25.9,22.953,35.118,22.948,NA,NA,NA,NA,NA,NA,NA,NA
"FK","55",1,17,46.1,22.783,35.145,22.774,NA,NA,NA,NA,NA,NA,NA,NA
"FK","55",1,16,45.9,22.784,35.144,22.775,NA,NA,NA,NA,NA,NA,NA,NA
"FK","55",1,15,45.6,22.786,35.146,22.777,NA,NA,NA,NA,NA,NA,NA,NA
"FK","55",1,14,46.1,22.784,35.144,22.775,NA,NA,NA,NA,NA,NA,NA,NA
"FK","55",1,13,75.4,22.456,35.179,22.441,NA,NA,NA,NA,NA,NA,NA,NA
"FK","55",1,12,75.1,22.479,35.178,22.464,NA,NA,NA,NA,NA,NA,NA,NA
"FK","55",1,11,73.9,22.49,35.179,22.475,NA,NA,NA,NA,NA,NA,NA,NA
"FK","55",1,10,74.2,22.487,35.179,22.472,NA,NA,NA,NA,NA,NA,NA,NA
"FK","55",1,9,74.3,22.487,35.179,22.472,NA,NA,NA,NA,NA,NA,NA,NA
"FK","55",1,8,99.8,21.603,35.198,21.584,NA,NA,NA,NA,NA,NA,NA,NA
"FK","55",1,7,99.7,21.601,35.197,21.582,NA,NA,NA,NA,NA,NA,NA,NA
"FK","55",1,6,100.1,21.606,35.2,21.586,NA,NA,NA,NA,NA,NA,NA,NA
"FK","55",1,5,99.6,21.599,35.195,21.58,NA,NA,NA,NA,NA,NA,NA,NA
"FK","55",1,4,99.5,21.598,35.194,21.579,NA,NA,NA,NA,NA,NA,NA,NA
"FK","55",1,3,124.9,20.499,35.07,20.476,NA,NA,NA,NA,NA,NA,NA,NA
"FK","55",1,2,125.9,20.545,35.073,20.521,NA,NA,NA,NA,NA,NA,NA,NA
"FK","55",1,1,125.2,20.506,35.07,20.482,NA,NA,NA,NA,NA,NA,NA,NA
"FK","56",1,23,5.2,23.56,35.148,23.559,NA,NA,NA,NA,NA,NA,NA,NA
"FK","56",1,22,4.9,23.573,35.147,23.572,NA,NA,NA,NA,NA,NA,NA,NA
"FK","56",1,21,4.5,23.573,35.147,23.572,NA,NA,NA,NA,NA,NA,NA,NA
"FK","56",1,20,5,23.564,35.148,23.563,NA,NA,NA,NA,NA,NA,NA,NA
"FK","56",1,19,15.7,23.355,35.133,23.352,NA,NA,NA,NA,NA,NA,NA,NA
"FK","56",1,18,15,23.358,35.134,23.355,NA,NA,NA,NA,NA,NA,NA,NA
"FK","56",1,17,26.2,22.992,35.114,22.987,NA,NA,NA,NA,NA,NA,NA,NA
"FK","56",1,16,26.2,22.992,35.114,22.987,NA,NA,NA,NA,NA,NA,NA,NA
"FK","56",1,15,26.1,22.993,35.114,22.988,NA,NA,NA,NA,NA,NA,NA,NA
"FK","56",1,14,26.1,22.993,35.114,22.988,NA,NA,NA,NA,NA,NA,NA,NA
"FK","56",1,13,25.4,22.995,35.114,22.99,NA,NA,NA,NA,NA,NA,NA,NA
"FK","56",1,12,50.3,22.789,35.139,22.779,NA,NA,NA,NA,NA,NA,NA,NA
"FK","56",1,11,75,22.187,35.18,22.172,NA,NA,NA,NA,NA,NA,NA,NA
"FK","56",1,10,75.2,22.164,35.181,22.149,NA,NA,NA,NA,NA,NA,NA,NA
"FK","56",1,9,101.2,21.224,35.174,21.204,NA,NA,NA,NA,NA,NA,NA,NA
"FK","56",1,8,100.8,21.236,35.175,21.217,NA,NA,NA,NA,NA,NA,NA,NA
"FK","56",1,7,106.1,21.072,35.159,21.052,NA,NA,NA,NA,NA,NA,NA,NA
"FK","56",1,6,104.3,21.145,35.166,21.125,NA,NA,NA,NA,NA,NA,NA,NA
"FK","56",1,5,105.8,21.092,35.161,21.072,NA,NA,NA,NA,NA,NA,NA,NA
"FK","56",1,4,105.1,21.127,35.165,21.107,NA,NA,NA,NA,NA,NA,NA,NA
"FK","56",1,3,125.2,19.733,35.04,19.71,NA,NA,NA,NA,NA,NA,NA,NA
"FK","56",1,2,155.4,18.345,34.853,18.318,NA,NA,NA,NA,NA,NA,NA,NA
"FK","56",1,1,251.4,13.265,34.28,13.23,NA,NA,NA,NA,NA,NA,NA,NA
"FK","57",1,12,117.1,21.226,35.118,21.203,NA,NA,NA,NA,NA,NA,NA,NA
"FK","57",1,11,117,21.232,35.118,21.209,NA,NA,NA,NA,NA,NA,NA,NA
"FK","57",1,10,116.3,21.272,35.122,21.25,NA,NA,NA,NA,NA,NA,NA,NA
"FK","57",1,9,117.6,21.201,35.116,21.178,NA,NA,NA,NA,NA,NA,NA,NA
"FK","57",1,8,116.8,21.24,35.119,21.217,NA,NA,NA,NA,NA,NA,NA,NA
"FK","57",1,7,117.2,21.221,35.117,21.198,NA,NA,NA,NA,NA,NA,NA,NA
"FK","57",1,6,117,21.231,35.118,21.208,NA,NA,NA,NA,NA,NA,NA,NA
"FK","57",1,5,117.3,21.213,35.117,21.19,NA,NA,NA,NA,NA,NA,NA,NA
"FK","57",1,4,117.1,21.226,35.118,21.203,NA,NA,NA,NA,NA,NA,NA,NA
"FK","57",1,3,117.3,21.216,35.117,21.193,NA,NA,NA,NA,NA,NA,NA,NA
"FK","57",1,2,117.2,21.221,35.117,21.198,NA,NA,NA,NA,NA,NA,NA,NA
"FK","57",1,1,117.7,21.198,35.115,21.175,NA,NA,NA,NA,NA,NA,NA,NA
"FK","58",1,6,4.9,23.642,35.121,23.641,NA,NA,NA,NA,NA,NA,NA,NA
"FK","58",1,5,15,23.556,35.132,23.553,NA,NA,NA,NA,NA,NA,NA,NA
"FK","58",1,4,51.3,22.834,35.127,22.824,NA,NA,NA,NA,NA,NA,NA,NA
"FK","58",1,3,111.8,21.04,35.108,21.019,NA,NA,NA,NA,NA,NA,NA,NA
"FK","58",1,2,111.7,21.043,35.108,21.022,NA,NA,NA,NA,NA,NA,NA,NA
"FK","58",1,1,249.4,12.784,34.233,12.75,NA,NA,NA,NA,NA,NA,NA,NA
"FK","59",1,20,5.5,23.497,35.095,23.496,NA,NA,NA,NA,NA,NA,NA,NA
"FK","59",1,19,5.2,23.498,35.094,23.497,NA,NA,NA,NA,4.003,1.569,0.02,0.012
"FK","59",1,18,25.6,23.36,35.101,23.355,NA,NA,NA,NA,NA,NA,NA,NA
"FK","59",1,17,26.1,23.349,35.101,23.344,NA,NA,NA,NA,NA,NA,NA,NA
"FK","59",1,16,26.4,23.322,35.101,23.317,NA,NA,NA,NA,NA,NA,NA,NA
"FK","59",1,15,26.5,23.318,35.101,23.313,NA,NA,NA,NA,4.139,1.657,0.022,0.011
"FK","59",1,14,45,22.843,35.126,22.834,NA,NA,NA,NA,NA,NA,NA,NA
"FK","59",1,13,45.6,22.842,35.126,22.833,NA,NA,NA,NA,4.438,1.966,0.025,0.008
"FK","59",1,12,74.4,22.72,35.137,22.705,NA,NA,NA,NA,NA,NA,NA,NA
"FK","59",1,11,74.1,22.729,35.136,22.714,NA,NA,NA,NA,4.306,1.802,0.019,0.008
"FK","59",1,10,99.4,21.625,35.141,21.606,NA,NA,NA,NA,NA,NA,NA,NA
"FK","59",1,9,100.3,21.605,35.14,21.585,NA,NA,NA,NA,4.334,0.663,NA,0.036
"FK","59",1,8,108.3,21.413,35.139,21.392,NA,NA,NA,NA,NA,NA,NA,NA
"FK","59",1,7,108.2,21.417,35.139,21.396,NA,NA,NA,NA,NA,NA,NA,NA
"FK","59",1,6,126.2,20.222,35.025,20.198,NA,NA,NA,NA,NA,NA,NA,NA
"FK","59",1,5,124.9,20.284,35.029,20.261,NA,NA,NA,NA,2.635,0.326,NA,0.011
"FK","59",1,4,151.6,19.092,34.918,19.065,NA,NA,NA,NA,NA,NA,NA,NA
"FK","59",1,3,150.3,19.203,34.93,19.176,NA,NA,NA,NA,2.351,0.098,NA,0.004
"FK","59",1,2,174.4,18.001,34.824,17.971,NA,NA,NA,NA,NA,NA,NA,NA
"FK","59",1,1,175.2,17.989,34.823,17.959,NA,NA,NA,NA,2.194,0.062,NA,0.003
"FK","60",1,16,6.1,23.435,35.093,23.434,NA,NA,NA,NA,NA,NA,NA,NA
"FK","60",1,15,5.1,23.433,35.093,23.432,NA,NA,NA,NA,NA,NA,NA,NA
"FK","60",1,14,14.7,23.362,35.094,23.359,NA,NA,NA,NA,NA,NA,NA,NA
"FK","60",1,13,15,23.338,35.094,23.335,NA,NA,NA,NA,NA,NA,NA,NA
"FK","60",1,12,24.9,22.968,35.097,22.963,NA,NA,NA,NA,NA,NA,NA,NA
"FK","60",1,11,25.6,22.969,35.098,22.964,NA,NA,NA,NA,NA,NA,NA,NA
"FK","60",1,10,25.4,22.968,35.097,22.963,NA,NA,NA,NA,NA,NA,NA,NA
"FK","60",1,9,24.7,22.968,35.097,22.963,NA,NA,NA,NA,NA,NA,NA,NA
"FK","60",1,8,25.2,22.968,35.097,22.963,NA,NA,NA,NA,NA,NA,NA,NA
"FK","60",1,7,25,22.968,35.097,22.963,NA,NA,NA,NA,NA,NA,NA,NA
"FK","60",1,6,49.4,22.84,35.122,22.83,NA,NA,NA,NA,NA,NA,NA,NA
"FK","60",1,5,100.4,21.052,35.146,21.033,NA,NA,NA,NA,NA,NA,NA,NA
"FK","60",1,4,100.6,21.04,35.145,21.021,NA,NA,NA,NA,NA,NA,NA,NA
"FK","60",1,3,126.7,19.233,34.961,19.21,NA,NA,NA,NA,NA,NA,NA,NA
"FK","60",1,2,249.8,13.199,34.268,13.164,NA,NA,NA,NA,NA,NA,NA,NA
"FK","60",1,1,250.7,13.131,34.262,13.096,NA,NA,NA,NA,NA,NA,NA,NA
"FK","61",1,16,25.2,23.285,35.109,23.28,NA,NA,NA,NA,NA,NA,NA,NA
"FK","61",1,15,25.7,23.267,35.109,23.262,NA,NA,NA,NA,NA,NA,NA,NA
"FK","61",1,14,25.3,23.281,35.109,23.276,NA,NA,NA,NA,NA,NA,NA,NA
"FK","61",1,13,25.9,23.26,35.109,23.255,NA,NA,NA,NA,NA,NA,NA,NA
"FK","61",1,12,25.6,23.271,35.109,23.266,NA,NA,NA,NA,NA,NA,NA,NA
"FK","61",1,11,25.2,23.285,35.109,23.28,NA,NA,NA,NA,NA,NA,NA,NA
"FK","61",1,10,25.4,23.276,35.109,23.271,NA,NA,NA,NA,NA,NA,NA,NA
"FK","61",1,9,24.7,23.303,35.109,23.298,NA,NA,NA,NA,NA,NA,NA,NA
"FK","61",1,8,125.2,20.509,35.116,20.485,NA,NA,NA,NA,NA,NA,NA,NA
"FK","61",1,7,125.3,20.505,35.116,20.481,NA,NA,NA,NA,NA,NA,NA,NA
"FK","61",1,6,125.8,20.484,35.114,20.46,NA,NA,NA,NA,NA,NA,NA,NA
"FK","61",1,5,125,20.515,35.117,20.491,NA,NA,NA,NA,NA,NA,NA,NA
"FK","61",1,4,124.5,20.532,35.12,20.509,NA,NA,NA,NA,NA,NA,NA,NA
"FK","61",1,3,125.3,20.502,35.116,20.478,NA,NA,NA,NA,NA,NA,NA,NA
"FK","61",1,2,124.8,20.521,35.118,20.497,NA,NA,NA,NA,NA,NA,NA,NA
"FK","61",1,1,125.1,20.511,35.117,20.487,NA,NA,NA,NA,NA,NA,NA,NA
"FK","62",1,24,5.3,23.36,35.094,23.359,NA,NA,NA,NA,NA,NA,NA,NA
"FK","62",1,23,15.5,23.353,35.094,23.35,NA,NA,NA,NA,NA,NA,NA,NA
"FK","62",1,22,25,23.004,35.115,22.999,NA,NA,NA,NA,NA,NA,NA,NA
"FK","62",1,21,24.9,23.01,35.114,23.005,NA,NA,NA,NA,NA,NA,NA,NA
"FK","62",1,20,25.1,22.998,35.115,22.993,NA,NA,NA,NA,NA,NA,NA,NA
"FK","62",1,19,25.3,22.991,35.116,22.986,NA,NA,NA,NA,NA,NA,NA,NA
"FK","62",1,18,25.7,22.972,35.116,22.967,NA,NA,NA,NA,NA,NA,NA,NA
"FK","62",1,17,25.5,22.981,35.116,22.976,NA,NA,NA,NA,NA,NA,NA,NA
"FK","62",1,16,25.7,22.974,35.116,22.969,NA,NA,NA,NA,NA,NA,NA,NA
"FK","62",1,15,25.2,22.995,35.115,22.99,NA,NA,NA,NA,NA,NA,NA,NA
"FK","62",1,14,24.6,23.02,35.113,23.015,NA,NA,NA,NA,NA,NA,NA,NA
"FK","62",1,13,24.4,23.029,35.112,23.024,NA,NA,NA,NA,NA,NA,NA,NA
"FK","62",1,12,24.9,23.008,35.115,23.003,NA,NA,NA,NA,NA,NA,NA,NA
"FK","62",1,11,50.1,22.779,35.132,22.769,NA,NA,NA,NA,NA,NA,NA,NA
"FK","62",1,10,98.2,21.435,35.152,21.416,NA,NA,NA,NA,NA,NA,NA,NA
"FK","62",1,9,98.1,21.437,35.152,21.418,NA,NA,NA,NA,NA,NA,NA,NA
"FK","62",1,8,97.4,21.432,35.152,21.413,NA,NA,NA,NA,NA,NA,NA,NA
"FK","62",1,7,98.6,21.428,35.151,21.409,NA,NA,NA,NA,NA,NA,NA,NA
"FK","62",1,6,98.5,21.429,35.151,21.41,NA,NA,NA,NA,NA,NA,NA,NA
"FK","62",1,5,98.6,21.427,35.151,21.408,NA,NA,NA,NA,NA,NA,NA,NA
"FK","62",1,4,97.7,21.436,35.152,21.417,NA,NA,NA,NA,NA,NA,NA,NA
"FK","62",1,3,98.5,21.43,35.152,21.411,NA,NA,NA,NA,NA,NA,NA,NA
"FK","62",1,2,125,20.039,35.04,20.016,NA,NA,NA,NA,NA,NA,NA,NA
"FK","62",1,1,249.9,12.849,34.241,12.815,NA,NA,NA,NA,NA,NA,NA,NA
"FK","63",1,8,5.6,23.365,35.188,23.364,NA,NA,NA,NA,NA,NA,NA,NA
"FK","63",1,7,15.1,23.309,35.188,23.306,NA,NA,NA,NA,NA,NA,NA,NA
